household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day
605,처치,1,44.0,52.0,2555.89,218821.0,5.0,0,32.0,1058.67,536.0,1,5,3,110.92999999999999,38.0,1,207.16,3.0,1,2.99,1.0,1,26.86,1.0,1,2.311,4.3158
606,처치,1,26.0,31.0,1016.99,10441.0,1.0,0,29.0,586.27,271.0,1,0,1,231.94,90.0,1,392.27,8.0,1,91.91,37.0,1,182.4,4.0,1,4.8321,8.1723
607,처치,1,23.0,27.0,465.7,18839.0,19.0,0,20.0,263.77,153.0,1,0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.0
609,처치,1,47.0,53.0,688.79,5963.0,1.0,0,38.0,305.25,178.0,1,0,2,101.4,53.0,1,278.43,22.0,1,81.71000000000001,41.0,1,183.23,13.0,1,2.1125,5.8006
618,처치,1,115.0,207.0,3592.93,323563.0,3.0,0,117.0,1357.65,622.0,1,0,1,99.3,46.0,1,377.08,33.0,1,76.73,34.0,1,275.57,17.0,1,2.0688,7.8558
621,처치,1,35.0,36.0,1096.26,375.0,1.0,0,29.0,528.71,157.0,1,0,0,173.78,64.0,1,270.45,13.0,1,117.39,42.0,1,191.2,9.0,1,3.6204,5.6344
622,처치,1,47.0,54.0,906.8,4121.0,3.0,0,43.0,376.06,139.0,1,0,3,41.79,13.0,1,162.54,15.0,1,41.79,13.0,1,117.57000000000001,10.0,1,0.8706,3.3862
624,처치,1,24.0,29.0,1415.32,83136.0,4.0,0,18.0,669.25,374.0,1,0,3,223.37,142.0,1,504.46,13.0,1,219.37,138.0,1,490.74,10.0,1,4.6535,10.5096
630,처치,1,48.0,52.0,2309.46,228694.0,1.0,0,44.0,1355.77,672.0,1,2,4,283.63,163.0,1,519.15,14.0,1,241.72,137.0,1,405.83,11.0,1,5.909,10.8156
631,처치,1,103.0,130.0,2468.38,278281.0,1.0,0,82.0,903.62,444.0,1,0,3,300.95,130.0,1,768.4300000000001,44.0,1,191.75,82.0,1,484.86,32.0,1,6.2698,16.009
632,처치,1,23.0,24.0,901.83,10961.0,3.0,0,23.0,478.11,208.0,1,0,0,113.46,29.0,1,206.77,6.0,1,20.36,9.0,1,68.32000000000001,3.0,1,2.3638,4.3077
633,처치,1,44.0,56.0,1562.06,69378.0,3.0,0,41.0,824.48,270.0,1,0,0,99.72,33.0,1,139.46,5.0,1,51.85,21.0,1,81.89,3.0,1,2.0775,2.9054
634,처치,1,19.0,20.0,815.48,335.0,35.0,0,14.0,323.85,117.0,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
635,대조,0,4.0,6.0,143.28,46.0,65.0,0,6.0,131.5,40.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
638,처치,1,44.0,50.0,2527.06,158969.0,3.0,0,36.0,1278.4,483.0,1,0,1,298.37,118.0,1,808.6,22.0,1,255.6,99.0,1,600.01,14.0,1,6.216,16.8458
639,대조,0,36.0,43.0,398.92,194.0,5.0,0,33.0,258.11,92.0,1,0,0,55.67,19.0,1,110.02,9.0,1,3.99,3.0,1,8.98,4.0,1,1.1598,2.2921
640,처치,1,20.0,21.0,446.89,10244.0,31.0,0,17.0,294.11,122.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
642,처치,1,20.0,21.0,986.73,333.0,17.0,0,20.0,622.72,203.0,1,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
644,처치,1,55.0,62.0,1289.04,27951.0,5.0,0,55.0,485.26,312.0,1,0,3,57.36,46.0,1,178.91,12.0,1,38.66,30.0,1,90.02,7.0,1,1.195,3.7273
646,대조,0,14.0,14.0,543.17,27469.0,5.0,0,10.0,196.44,110.0,1,0,0,61.68,24.0,1,130.67,2.0,1,61.68,24.0,1,130.67,2.0,1,1.285,2.7223
650,처치,1,20.0,22.0,394.34,191.0,3.0,0,19.0,201.82,81.0,1,0,3,24.259999999999998,15.0,1,67.88,4.0,1,22.07,13.0,1,65.69,3.0,1,0.5054,1.4142
654,대조,0,41.0,45.0,620.83,286.0,3.0,0,39.0,268.66,132.0,1,0,2,36.07,26.0,1,72.22,14.0,1,16.85,12.0,1,32.55,7.0,1,0.7515,1.5046
661,처치,1,122.0,141.0,2895.21,672.0,2.0,0,97.0,1106.18,274.0,1,0,2,206.05,48.0,1,710.64,42.0,1,138.2,30.0,1,492.13,26.0,1,4.2927,14.805
662,대조,0,11.0,12.0,567.6,213.0,9.0,0,11.0,337.12,132.0,1,0,0,63.43,27.0,1,172.83,4.0,1,63.43,27.0,1,119.17,2.0,1,1.3215,3.6006
665,대조,0,12.0,12.0,183.93,77.0,1.0,0,6.0,41.19,19.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
669,처치,1,30.0,32.0,2593.81,853.0,3.0,0,31.0,1442.27,569.0,1,0,3,382.58000000000004,146.0,1,669.52,10.0,1,218.98000000000002,88.0,1,343.31,5.0,1,7.9704,13.9483
670,처치,1,56.0,60.0,1618.97,73612.0,1.0,0,40.0,774.16,379.0,1,0,2,263.3,95.0,1,628.76,21.0,1,227.81,76.0,1,513.97,15.0,1,5.4854,13.0992
671,처치,1,31.0,33.0,1527.32,109184.0,4.0,0,24.0,466.02,199.0,1,0,1,115.8,62.0,1,328.95,11.0,1,89.4,51.0,1,220.39000000000001,6.0,1,2.4125,6.8531
672,처치,1,30.0,33.0,520.29,22817.0,5.0,0,26.0,233.15,130.0,1,0,0,34.52,18.0,1,52.26,3.0,1,30.33,14.0,1,45.08,2.0,1,0.7192,1.0887
679,처치,1,80.0,123.0,2580.51,985.0,2.0,0,73.0,1124.68,412.0,1,1,2,156.17,51.0,1,563.28,25.0,1,126.50999999999999,38.0,1,523.23,14.0,1,3.2535,11.735
680,처치,1,27.0,32.0,1280.9,754.0,2.0,0,25.0,704.14,347.0,1,2,1,118.9,69.0,1,190.76,5.0,1,30.17,14.0,1,48.32,3.0,1,2.4771,3.9742
681,처치,1,15.0,15.0,629.24,197.0,17.0,0,11.0,288.63,100.0,1,3,4,105.11,34.0,1,215.38,6.0,1,77.18,25.0,1,111.92,2.0,1,2.1898,4.4871
682,대조,0,44.0,64.0,1733.04,167055.0,4.0,0,48.0,706.57,376.0,1,0,2,191.44,103.0,1,550.82,35.0,1,143.27,73.0,1,400.63,21.0,1,3.9883,11.4754
685,처치,1,77.0,84.0,2068.42,11841.0,2.0,0,51.0,697.75,272.0,1,0,0,267.52,109.0,1,692.54,23.0,1,154.45,64.0,1,387.51,15.0,1,5.5733,14.4279
690,처치,1,70.0,96.0,2089.79,70211.0,5.0,0,55.0,711.29,286.0,1,0,2,70.05,27.0,1,217.02,17.0,1,64.7,23.0,1,173.75,12.0,1,1.4594,4.5212
691,대조,0,17.0,18.0,788.09,326.0,4.0,0,17.0,422.19,183.0,1,0,2,11.06,4.0,1,39.61,1.0,1,11.06,4.0,1,39.61,1.0,1,0.2304,0.8252
692,처치,1,42.0,49.0,1398.2,87521.0,4.0,0,38.0,498.85,227.0,1,1,2,113.33,59.0,1,303.22,9.0,1,84.67,42.0,1,218.96,7.0,1,2.361,6.3171
693,처치,1,77.0,91.0,2343.6,1005.0,4.0,0,79.0,1197.47,501.0,1,0,3,283.72,102.0,1,668.31,21.0,1,185.94,66.0,1,493.32,16.0,1,5.9108,13.9231
694,처치,1,14.0,14.0,178.94,70.0,5.0,0,12.0,62.019999999999996,38.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
696,처치,1,91.0,122.0,5565.4800000000005,400173.0,4.0,0,77.0,2178.63,949.0,1,0,0,540.13,230.0,1,1260.64,26.0,1,364.78000000000003,143.0,1,812.54,17.0,1,11.2527,26.2633
697,처치,1,23.0,27.0,986.87,65524.0,1.0,0,22.0,446.32,231.0,1,0,1,61.120000000000005,30.0,1,111.88,3.0,1,61.120000000000005,30.0,1,111.88,3.0,1,1.2733,2.3308
698,대조,0,17.0,19.0,170.46,4293.0,15.0,0,7.0,62.3,34.0,1,0,3,43.06,19.0,1,80.97,2.0,1,3.0,1.0,1,3.0,1.0,1,0.8971,1.6869
699,처치,1,36.0,49.0,3140.38,281322.0,1.0,0,27.0,1123.53,466.0,1,1,2,195.83,60.0,1,880.62,14.0,1,171.73000000000002,52.0,1,643.07,7.0,1,4.0798,18.3462
705,대조,0,28.0,29.0,495.94,285.0,5.0,0,28.0,358.2,240.0,1,0,1,94.18,40.0,1,125.2,11.0,1,64.2,27.0,1,78.57000000000001,7.0,1,1.9621,2.6083
706,처치,1,35.0,36.0,1289.75,9538.0,19.0,0,31.0,703.3,270.0,1,0,3,163.92,63.0,1,498.86,14.0,1,129.1,51.0,1,406.7,9.0,1,3.415,10.3929
708,대조,0,18.0,19.0,774.78,342.0,5.0,0,19.0,482.26,222.0,1,0,3,146.81,60.0,1,260.16,5.0,1,96.39,41.0,1,186.3,4.0,1,3.0585,5.42
710,처치,1,50.0,62.0,1125.59,24614.0,2.0,0,44.0,469.58,213.0,1,0,3,118.2,51.0,1,343.21000000000004,22.0,1,74.76,33.0,1,192.72,12.0,1,2.4625,7.1502
714,처치,1,75.0,93.0,1234.82,896.0,2.0,0,79.0,688.35,372.0,1,0,3,157.12,97.0,1,239.9,24.0,1,67.32,49.0,1,109.36,14.0,1,3.2733,4.9979
715,처치,1,38.0,49.0,983.91,847.0,1.0,0,34.0,462.03000000000003,248.0,1,0,1,62.35,37.0,1,430.02,12.0,1,30.52,20.0,1,350.64,8.0,1,1.299,8.9588
716,처치,1,29.0,31.0,475.28000000000003,18710.0,6.0,0,25.0,298.35,143.0,1,0,0,82.02,36.0,1,110.67,11.0,1,58.980000000000004,29.0,1,80.75,9.0,1,1.7088,2.3056
720,대조,0,24.0,24.0,569.1,142.0,3.0,0,23.0,335.11,108.0,1,0,1,93.64999999999999,26.0,1,111.01,6.0,1,53.39,16.0,1,68.46000000000001,4.0,1,1.951,2.3127
722,대조,0,39.0,42.0,2099.73,35081.0,3.0,0,36.0,1600.51,784.0,1,0,3,268.1,135.0,1,434.62,8.0,1,156.75,79.0,1,239.35,4.0,1,5.5854,9.0546
728,처치,1,109.0,169.0,3754.39,328211.0,1.0,0,82.0,1478.41,680.0,1,0,1,46.07,26.0,1,144.41,22.0,1,42.410000000000004,23.0,1,140.75,21.0,1,0.9598,3.0085
729,대조,0,5.0,5.0,325.46,132.0,21.0,0,4.0,165.77,64.0,1,0,1,16.810000000000002,7.0,1,19.27,1.0,1,16.810000000000002,7.0,1,19.27,1.0,1,0.3502,0.4015
730,대조,0,30.0,30.0,374.86,156.0,8.0,0,28.0,276.46,112.0,1,0,1,63.2,9.0,1,85.9,5.0,1,63.2,9.0,1,85.9,5.0,1,1.3167,1.7896
731,처치,1,68.0,111.0,1567.65,110370.0,2.0,0,59.0,673.38,277.0,1,0,2,8.370000000000001,3.0,1,57.71,4.0,1,8.370000000000001,3.0,1,57.71,4.0,1,0.1744,1.2023
733,처치,1,22.0,23.0,888.28,551.0,9.0,0,18.0,222.23,152.0,1,0,0,48.85,52.0,1,154.15,5.0,1,35.96,31.0,1,122.01,4.0,1,1.0177,3.2115
734,대조,0,22.0,29.0,481.32,19434.0,30.0,0,23.0,334.49,100.0,1,0,0,39.51,16.0,1,60.65,6.0,1,18.66,10.0,1,36.81,2.0,1,0.8231,1.2635
737,대조,0,10.0,10.0,411.99,156.0,3.0,0,8.0,283.66,90.0,1,0,1,69.98,36.0,1,120.4,6.0,1,42.53,16.0,1,87.38,3.0,1,1.4579,2.5083
740,대조,0,44.0,45.0,2345.0,1287.0,1.0,0,45.0,1396.17,682.0,1,0,4,181.84,76.0,1,322.08,6.0,1,152.31,63.0,1,256.31,5.0,1,3.7883,6.71
741,대조,0,32.0,34.0,1297.52,6748.0,6.0,0,33.0,781.93,317.0,1,0,2,180.31,65.0,1,348.48,9.0,1,131.18,46.0,1,229.21,6.0,1,3.7565,7.26
744,처치,1,51.0,53.0,1623.1100000000001,126396.0,1.0,0,38.0,823.66,367.0,1,0,2,238.71,96.0,1,402.78000000000003,15.0,1,150.17,59.0,1,259.35,10.0,1,4.9731,8.3913
747,처치,1,41.0,50.0,434.94,241.0,8.0,0,41.0,254.69,132.0,1,0,1,28.15,21.0,1,75.28,8.0,1,16.78,11.0,1,45.88,4.0,1,0.5865,1.5683
748,대조,0,17.0,22.0,914.6,7738.0,1.0,0,18.0,548.17,251.0,1,0,0,308.25,144.0,1,403.23,17.0,1,268.36,118.0,1,341.85,11.0,1,6.4219,8.4006
749,처치,1,32.0,38.0,518.02,12952.0,23.0,0,30.0,296.36,147.0,1,0,1,15.729999999999999,5.0,1,23.71,4.0,1,15.729999999999999,5.0,1,23.71,4.0,1,0.3277,0.494
752,처치,1,37.0,39.0,1297.42,154819.0,5.0,0,30.0,553.73,205.0,1,0,1,14.8,5.0,1,43.55,3.0,1,14.8,5.0,1,43.55,3.0,1,0.3083,0.9073
754,처치,1,8.0,8.0,452.91,217.0,20.0,0,8.0,195.14,127.0,1,0,3,51.03,36.0,1,87.13,5.0,1,51.03,36.0,1,82.44,4.0,1,1.0631,1.8152
755,처치,1,80.0,101.0,3613.17,1093660.0,3.0,0,28.0,430.14,195.0,1,0,4,143.48,62.0,1,741.21,19.0,1,109.61,47.0,1,500.37,13.0,1,2.9892,15.4419
757,대조,0,15.0,16.0,841.8,21768.0,2.0,0,13.0,451.81,199.0,1,0,0,34.89,12.0,1,123.58,3.0,1,34.89,12.0,1,123.58,3.0,1,0.7269,2.5746
759,대조,0,4.0,4.0,94.69,21.0,37.0,0,4.0,40.58,8.0,1,0,1,27.1,10.0,1,74.2,3.0,1,27.1,10.0,1,74.2,3.0,1,0.5646,1.5458
760,대조,0,24.0,26.0,756.9,265.0,1.0,0,22.0,524.01,174.0,1,0,2,128.95,38.0,1,223.51,7.0,1,44.0,10.0,1,89.59,3.0,1,2.6865,4.6565
763,처치,1,8.0,8.0,1005.34,559.0,5.0,0,8.0,586.13,259.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
764,처치,1,22.0,28.0,874.1,36477.0,4.0,0,23.0,429.96,203.0,1,0,0,213.65,100.0,1,474.85,19.0,1,117.1,66.0,1,266.34000000000003,11.0,1,4.451,9.8927
769,대조,0,11.0,12.0,352.93,7439.0,8.0,0,9.0,159.01,64.0,1,0,1,25.78,5.0,1,57.4,3.0,1,25.78,5.0,1,57.4,3.0,1,0.5371,1.1958
778,대조,0,10.0,11.0,281.7,2304.0,14.0,0,9.0,176.19,75.0,1,0,3,12.95,12.0,1,43.64,9.0,1,9.15,8.0,1,32.75,7.0,1,0.2698,0.9092
779,대조,0,19.0,21.0,909.82,300.0,34.0,0,14.0,371.35,151.0,1,0,1,144.31,61.0,1,263.01,8.0,1,117.7,47.0,1,207.59,6.0,1,3.0065,5.4794
780,처치,1,13.0,14.0,79.4,53.0,67.0,0,6.0,28.13,15.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
784,처치,1,17.0,19.0,649.86,51575.0,12.0,0,13.0,242.46,116.0,1,0,2,29.69,18.0,1,116.53999999999999,8.0,1,29.69,18.0,1,55.15,5.0,1,0.6185,2.4279
785,대조,0,6.0,6.0,122.92,50.0,13.0,0,6.0,66.56,25.0,1,0,1,111.32000000000001,43.0,1,250.47,15.0,1,22.97,8.0,1,76.35000000000001,5.0,1,2.3192,5.2181
787,처치,1,56.0,57.0,870.71,308.0,6.0,0,30.0,154.59,64.0,1,0,1,30.14,18.0,1,132.67,13.0,1,22.27,16.0,1,78.67,10.0,1,0.6279,2.764
790,대조,0,19.0,20.0,1004.49,392.0,6.0,0,19.0,680.8100000000001,244.0,1,0,0,211.08,74.0,1,395.36,5.0,1,146.35,52.0,1,247.67000000000002,3.0,1,4.3975,8.2367
793,대조,0,37.0,41.0,479.6,9722.0,13.0,0,24.0,207.88,104.0,1,0,0,64.33,26.0,1,134.9,8.0,1,56.38,23.0,1,111.72,4.0,1,1.3402,2.8104
795,대조,0,7.0,9.0,311.43,166.0,10.0,0,9.0,157.65,73.0,1,0,1,5.67,2.0,1,7.02,1.0,1,0.0,0.0,0,0.0,0.0,0,0.1181,0.1462
802,처치,1,17.0,17.0,398.72,130.0,7.0,0,16.0,170.94,69.0,1,0,1,88.26,30.0,1,134.03,3.0,1,26.54,7.0,1,42.56,1.0,1,1.8388,2.7923
803,대조,0,20.0,20.0,585.13,271.0,2.0,0,20.0,340.48,138.0,1,0,1,181.35,72.0,1,254.31,9.0,1,103.16,37.0,1,146.73,5.0,1,3.7781,5.2981
807,처치,1,27.0,36.0,1410.76,98164.0,13.0,0,26.0,502.27,289.0,1,0,2,100.42,49.0,1,328.14,7.0,1,65.16,34.0,1,227.33,6.0,1,2.0921,6.8362
808,대조,0,46.0,53.0,895.24,44335.0,7.0,0,35.0,390.47,173.0,1,0,1,34.39,25.0,1,110.64,17.0,1,26.26,20.0,1,76.38,11.0,1,0.7165,2.305
812,대조,0,10.0,10.0,318.11,154.0,21.0,0,8.0,238.66,84.0,1,0,2,15.97,5.0,1,46.81,5.0,1,15.97,5.0,1,46.81,5.0,1,0.3327,0.9752
817,처치,1,49.0,50.0,1623.34,728.0,3.0,0,45.0,921.97,456.0,1,0,4,247.48,116.0,1,415.67,13.0,1,193.47,90.0,1,330.04,10.0,1,5.1558,8.6598
820,처치,1,22.0,27.0,351.41,168.0,1.0,0,18.0,209.15,76.0,1,0,0,33.32,9.0,1,65.98,7.0,1,19.990000000000002,7.0,1,37.620000000000005,3.0,1,0.6942,1.3746
823,처치,1,27.0,29.0,945.3100000000001,26742.0,2.0,0,17.0,327.27,145.0,1,0,0,11.79,4.0,1,72.94,6.0,1,11.79,4.0,1,67.94,5.0,1,0.2456,1.5196
830,처치,1,23.0,28.0,318.4,252.0,10.0,0,23.0,230.01,131.0,1,0,2,9.71,8.0,1,12.21,2.0,1,0.0,0.0,0,0.0,0.0,0,0.2023,0.2544
831,대조,0,42.0,48.0,2448.51,905.0,1.0,0,42.0,1191.42,436.0,1,0,0,328.12,121.0,1,756.89,15.0,1,198.27,67.0,1,465.86,8.0,1,6.8358,15.7685
834,대조,0,2.0,2.0,26.28,5.0,6.0,0,2.0,26.28,5.0,1,0,2,0.0,0.0,0,7.7299999999999995,1.0,1,0.0,0.0,0,7.7299999999999995,1.0,1,0.0,0.161
836,대조,0,30.0,35.0,726.14,334.0,2.0,0,25.0,410.23,155.0,1,0,2,71.38,23.0,1,156.38,9.0,1,13.73,5.0,1,54.85,5.0,1,1.4871,3.2579
841,대조,0,19.0,29.0,466.29,32061.0,1.0,0,22.0,278.66,84.0,1,0,0,233.82,56.0,1,435.71,25.0,1,102.1,16.0,1,165.23,10.0,1,4.8712,9.0773
850,처치,1,27.0,29.0,436.32,5553.0,7.0,0,24.0,276.88,134.0,1,0,1,28.3,14.0,1,113.35000000000001,7.0,1,14.43,5.0,1,47.76,2.0,1,0.5896,2.3615
852,대조,0,31.0,32.0,823.24,331.0,4.0,0,28.0,527.55,207.0,1,0,0,125.0,30.0,1,151.42000000000002,6.0,1,91.05,12.0,1,99.03,4.0,1,2.6042,3.1546
853,처치,1,148.0,164.0,4218.78,165391.0,1.0,0,95.0,776.39,231.0,1,0,1,161.82,58.0,1,614.61,26.0,1,89.81,31.0,1,391.1,17.0,1,3.3712,12.8044
854,대조,0,8.0,8.0,122.46000000000001,60.0,15.0,0,7.0,80.47,29.0,1,0,1,10.57,4.0,1,20.73,3.0,1,10.57,4.0,1,20.73,3.0,1,0.2202,0.4319
856,처치,1,55.0,69.0,1634.24,76918.0,1.0,0,53.0,802.1,364.0,1,0,3,197.79,80.0,1,433.94,15.0,1,128.38,54.0,1,321.36,12.0,1,4.1206,9.0404
861,대조,0,8.0,10.0,348.53000000000003,127.0,51.0,0,10.0,257.86,96.0,1,0,1,127.56,52.0,1,174.97,5.0,1,50.13,17.0,1,66.17,1.0,1,2.6575,3.6452
862,처치,1,33.0,41.0,926.95,500.0,2.0,0,32.0,504.34000000000003,207.0,1,0,0,21.25,11.0,1,42.15,2.0,1,0.0,0.0,0,0.0,0.0,0,0.4427,0.8781
863,대조,0,32.0,49.0,689.96,44080.0,3.0,0,42.0,383.32,178.0,1,0,1,82.51,29.0,1,101.29,11.0,1,46.99,21.0,1,64.77,8.0,1,1.719,2.1102
864,처치,1,30.0,30.0,2399.88,1001.0,3.0,0,29.0,1075.93,446.0,1,1,4,304.88,133.0,1,713.18,10.0,1,194.25,89.0,1,485.19,7.0,1,6.3517,14.8579
867,처치,1,34.0,41.0,1607.58,103851.0,4.0,0,29.0,798.12,401.0,1,0,1,243.9,97.0,1,446.33,9.0,1,70.02,32.0,1,189.34,5.0,1,5.0812,9.2985
877,대조,0,20.0,20.0,1213.79,54351.0,10.0,0,17.0,571.21,235.0,1,8,3,57.45,41.0,1,167.70000000000002,3.0,1,32.84,26.0,1,86.67,1.0,1,1.1969,3.4938
879,대조,0,33.0,36.0,1008.91,102293.0,3.0,0,30.0,418.57,175.0,1,0,0,99.83,33.0,1,190.15,10.0,1,55.66,17.0,1,104.96000000000001,5.0,1,2.0798,3.9615
882,처치,1,34.0,36.0,636.14,337.0,17.0,0,32.0,323.28000000000003,161.0,1,0,1,127.92,54.0,1,180.88,22.0,1,57.9,26.0,1,86.86,11.0,1,2.665,3.7683
883,처치,1,74.0,93.0,2663.23,113650.0,1.0,0,74.0,1517.77,527.0,1,1,5,474.3,193.0,1,993.43,27.0,1,317.58,130.0,1,558.33,16.0,1,9.8812,20.6965
884,대조,0,4.0,6.0,39.27,28.0,27.0,0,2.0,3.56,3.0,1,0,0,2.99,1.0,1,6.8100000000000005,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0623,0.1419
885,대조,0,34.0,42.0,1112.05,36021.0,2.0,0,16.0,485.49,253.0,1,0,0,23.17,4.0,1,37.14,1.0,1,23.17,4.0,1,37.14,1.0,1,0.4827,0.7738
886,처치,1,61.0,67.0,1505.09,128088.0,7.0,0,36.0,267.6,160.0,1,0,1,45.68,25.0,1,291.53,14.0,1,42.09,24.0,1,202.04,8.0,1,0.9517,6.0735
893,대조,0,29.0,34.0,1266.72,662.0,12.0,0,33.0,676.13,235.0,1,0,0,323.2,113.0,1,671.62,11.0,1,206.36,70.0,1,401.92,6.0,1,6.7333,13.9921
896,처치,1,37.0,40.0,1904.77,47727.0,3.0,0,33.0,911.44,409.0,1,1,3,112.24000000000001,60.0,1,229.12,4.0,1,53.87,27.0,1,112.67,2.0,1,2.3383,4.7733
898,처치,1,79.0,89.0,2476.58,193494.0,2.0,0,66.0,1239.84,560.0,1,0,2,358.83,155.0,1,648.2,25.0,1,282.34000000000003,115.0,1,516.66,20.0,1,7.4756,13.5042
900,처치,1,167.0,347.0,5322.19,436968.0,1.0,0,156.0,1764.15,582.0,1,0,3,436.6,138.0,1,1639.29,116.0,1,285.2,92.0,1,1026.49,74.0,1,9.0958,34.1519
901,처치,1,21.0,26.0,766.42,4350.0,4.0,0,18.0,409.02,194.0,1,0,2,117.03,51.0,1,225.63,4.0,1,44.74,15.0,1,79.36,1.0,1,2.4381,4.7006
903,처치,1,30.0,32.0,1309.58,377.0,4.0,0,29.0,631.11,211.0,1,0,2,35.6,13.0,1,135.85,3.0,1,23.73,10.0,1,117.99000000000001,2.0,1,0.7417,2.8302
906,처치,1,99.0,132.0,2479.71,212990.0,3.0,0,90.0,1192.67,624.0,1,0,4,239.06,215.0,1,448.9,26.0,1,206.07,175.0,1,390.74,22.0,1,4.9804,9.3521
907,대조,0,24.0,26.0,623.49,354.0,6.0,0,21.0,273.2,164.0,1,0,2,2.02,2.0,1,30.37,3.0,1,2.02,2.0,1,30.37,3.0,1,0.0421,0.6327
908,처치,1,57.0,64.0,1928.17,62577.0,1.0,0,53.0,891.17,326.0,1,0,1,119.0,48.0,1,315.95,11.0,1,68.01,29.0,1,223.67000000000002,8.0,1,2.4792,6.5823
911,처치,1,24.0,24.0,1466.06,13848.0,2.0,0,23.0,850.8000000000001,422.0,1,0,1,94.22,57.0,1,208.95000000000002,4.0,1,24.43,20.0,1,87.7,2.0,1,1.9629,4.3531
913,대조,0,21.0,21.0,471.83,176.0,2.0,0,19.0,323.3,108.0,1,0,2,85.97,30.0,1,143.56,6.0,1,21.77,8.0,1,29.240000000000002,1.0,1,1.791,2.9908
915,처치,1,31.0,31.0,257.0,160.0,3.0,0,27.0,122.13,62.0,1,0,0,37.43,25.0,1,102.38,15.0,1,25.5,17.0,1,64.89,9.0,1,0.7798,2.1329
916,처치,1,32.0,34.0,419.1,31574.0,1.0,0,25.0,162.33,74.0,1,0,2,130.43,90.0,1,343.06,23.0,1,63.47,47.0,1,176.67000000000002,16.0,1,2.7173,7.1471
918,대조,0,9.0,11.0,562.87,319.0,3.0,0,10.0,344.94,168.0,1,0,3,26.68,12.0,1,38.86,3.0,1,21.990000000000002,7.0,1,28.1,1.0,1,0.5558,0.8096
919,대조,0,25.0,29.0,412.52,260.0,2.0,0,23.0,250.52,165.0,1,0,1,17.06,15.0,1,33.2,2.0,1,17.06,15.0,1,33.2,2.0,1,0.3554,0.6917
920,처치,1,58.0,79.0,1413.51,38040.0,1.0,0,63.0,781.35,441.0,1,0,3,360.0,155.0,1,681.83,21.0,1,317.38,139.0,1,552.9,15.0,1,7.5,14.2048
922,처치,1,31.0,37.0,741.4,48496.0,3.0,0,26.0,385.46000000000004,150.0,1,0,3,161.96,59.0,1,237.41,10.0,1,109.57,45.0,1,146.37,7.0,1,3.3742,4.946
924,처치,1,22.0,22.0,607.6800000000001,201.0,7.0,0,22.0,401.08,119.0,1,0,2,79.41,25.0,1,115.96000000000001,7.0,1,42.97,15.0,1,65.58,4.0,1,1.6544,2.4158
925,대조,0,20.0,21.0,96.47,49.0,51.0,0,16.0,53.81,28.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
926,처치,1,61.0,74.0,2238.41,225378.0,2.0,0,47.0,962.22,519.0,1,0,7,111.10000000000001,55.0,1,279.73,15.0,1,39.78,24.0,1,96.98,7.0,1,2.3146,5.8277
927,대조,0,22.0,24.0,909.36,407.0,3.0,0,21.0,459.58,205.0,1,0,0,27.79,14.0,1,48.05,3.0,1,27.79,14.0,1,48.05,3.0,1,0.579,1.001
928,처치,1,25.0,27.0,640.55,257.0,2.0,0,23.0,344.42,137.0,1,0,2,118.99000000000001,53.0,1,266.98,10.0,1,114.3,50.0,1,213.78,6.0,1,2.479,5.5621
929,처치,1,48.0,53.0,1461.97,53078.0,3.0,0,42.0,813.99,485.0,1,2,1,256.83,209.0,1,594.44,33.0,1,108.91,75.0,1,270.17,14.0,1,5.3506,12.3842
931,대조,0,9.0,12.0,1488.6,594.0,8.0,0,11.0,826.41,311.0,1,10,1,138.44,69.0,1,279.58,4.0,1,138.44,69.0,1,279.58,4.0,1,2.8842,5.8246
935,대조,0,11.0,11.0,309.22,95289.0,11.0,0,2.0,25.54,10.0,1,0,1,8.27,3.0,1,58.45,2.0,1,8.27,3.0,1,58.45,2.0,1,0.1723,1.2177
