household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score,match_id
2081,대조,0,30,34,896.35,471,2,0,21,405.5,163,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.14602453264575832,138
940,처치,1,54,56,954.76,436,22,0,44,384.66,178,1,0,0,45.99,16.0,1,139.79,6.0,1,13.98,2.0,1,41.11,1.0,1,0.8212,2.4962,0.4585804745104244,139
836,대조,0,58,68,1449.57,660,34,0,49,738.39,299,1,0,2,6.0,2.0,1,34.63,1.0,1,0.0,0.0,0,0.0,0.0,0,0.1071,0.6184,0.45870177074303387,139
941,처치,1,78,93,1687.22,69944,22,0,70,856.75,280,1,0,4,22.7,7.0,1,47.57,5.0,1,8.96,3.0,1,15.68,2.0,1,0.4054,0.8495,0.5268817463456151,140
1485,대조,0,52,53,1910.09,511,6,0,43,817.73,230,1,3,3,19.14,6.0,1,56.39,4.0,1,5.48,2.0,1,7.48,1.0,1,0.3418,1.007,0.5269446969945213,140
944,처치,1,69,79,2151.11,270626,2,0,44,795.5,292,1,0,0,121.8,29.0,1,336.86,12.0,1,112.82,26.0,1,268.1,8.0,1,2.175,6.0154,0.6711410250322049,141
1709,대조,0,68,79,1812.72,50820,5,0,59,992.91,436,1,0,1,64.9,35.0,1,113.19,2.0,1,0.0,0.0,0,0.0,0.0,0,1.1589,2.0212,0.6844300722244436,141
952,처치,1,85,96,1874.1,37285,6,0,64,704.5,406,1,0,3,38.97,14.0,1,108.34,6.0,1,2.99,1.0,1,18.05,2.0,1,0.6959,1.9346,0.596506724322776,142
996,대조,0,91,100,1810.74,7631,1,0,84,816.14,395,1,0,5,63.91,34.0,1,147.96,15.0,1,46.14,24.0,1,90.6,9.0,1,1.1413,2.6421,0.5913898142122234,142
953,처치,1,65,71,1337.15,819,1,0,54,732.44,427,1,0,1,540.84,199.0,1,913.66,31.0,1,254.29,97.0,1,465.26,19.0,1,9.6579,16.3154,0.5958685175892721,143
1181,대조,0,74,83,2052.12,19645,9,0,61,1012.14,482,1,0,3,16.98,4.0,1,29.69,3.0,1,5.19,1.0,1,11.09,1.0,1,0.3032,0.5302,0.5880867427723391,143
960,처치,1,89,95,2177.16,747,3,0,75,806.4,404,1,0,4,37.39,10.0,1,147.93,5.0,1,11.05,3.0,1,46.38,2.0,1,0.6677,2.6416,0.6385842465898842,144
2440,대조,0,71,82,1288.99,582,1,0,59,899.57,303,1,0,1,341.97,85.0,1,588.5,28.0,1,118.63,36.0,1,227.32,11.0,1,6.1066,10.5089,0.6287714722581093,144
978,처치,1,53,53,2116.55,721,26,0,44,1374.38,407,1,0,2,157.83,51.0,1,222.63,5.0,1,7.99,1.0,1,11.98,1.0,1,2.8184,3.9755,0.4955893198425974,145
1121,대조,0,48,50,1810.05,884,17,0,47,843.45,386,1,0,2,281.09,113.0,1,529.03,7.0,1,217.81,79.0,1,350.1,4.0,1,5.0195,9.447,0.49499039107808457,145
984,처치,1,22,27,1011.11,494,2,0,26,786.66,356,1,0,0,59.47,46.0,1,86.38,3.0,1,36.24,31.0,1,55.41,2.0,1,1.062,1.5425,0.2686548179134631,146
2164,대조,0,37,40,1596.48,1034,187,0,37,975.01,560,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.268172598393916,146
1007,처치,1,101,111,1223.44,6497,1,0,81,574.41,318,1,0,2,8.83,5.0,1,24.53,5.0,1,0.0,0.0,0,9.05,1.0,1,0.1577,0.438,0.6901579734021768,147
716,대조,0,66,71,1123.98,19050,2,0,61,780.58,356,1,2,1,25.27,8.0,1,33.74,2.0,1,0.0,0.0,0,0.0,0.0,0,0.4512,0.6025,0.6905912152856685,147
1010,처치,1,53,67,1821.86,186920,5,0,35,646.4300000000001,371,1,0,0,101.29,45.0,1,363.09,12.0,1,54.53,22.0,1,188.74,6.0,1,1.8088,6.4838,0.5232005930087839,148
1072,대조,0,45,51,2160.39,6882,2,0,43,1133.63,627,1,0,2,162.62,92.0,1,282.01,5.0,1,48.36,30.0,1,89.35,1.0,1,2.9039,5.0359,0.5203000970557585,148
1018,처치,1,120,143,1653.36,37672,8,0,96,759.48,257,1,0,4,96.03,38.0,1,232.77,11.0,1,28.9,13.0,1,58.4,5.0,1,1.7148,4.1566,0.6802172412212305,149
1508,대조,0,67,70,1593.42,104671,5,0,55,870.92,401,1,4,2,62.17,29.0,1,98.94,4.0,1,31.73,16.0,1,33.53,2.0,1,1.1102,1.7668,0.6856292806253611,149
1034,처치,1,54,58,565.74,29216,72,0,44,299.06,162,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2706361775218475,150
342,대조,0,30,33,1660.01,801,16,0,25,1019.07,413,1,0,1,93.32,34.0,1,151.61,8.0,1,74.74,22.0,1,122.28,5.0,1,1.6664,2.7073,0.2711092711637417,150
1039,처치,1,57,62,4015.76,1329,8,0,49,1858.78,593,1,1,3,405.11,105.0,1,705.12,12.0,1,151.25,42.0,1,299.13,6.0,1,7.2341,12.5914,0.687569681825869,151
778,대조,0,86,121,2221.99,93110,16,0,75,1080.63,461,1,0,3,37.99,19.0,1,63.6,2.0,1,37.99,19.0,1,63.6,2.0,1,0.6784,1.1357,0.6908686909203645,151
1053,처치,1,74,74,3709.55,35479,11,0,69,2003.29,891,1,0,4,178.26,85.0,1,438.8,10.0,1,55.95,26.0,1,133.93,4.0,1,3.1832,7.8357,0.6952383866069737,152
2411,대조,0,69,74,1965.38,714,3,0,68,928.76,323,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6997486978431385,152
1067,처치,1,37,38,2019.63,59050,8,0,29,908.35,419,1,0,1,420.26,160.0,1,966.98,14.0,1,246.09,91.0,1,548.52,8.0,1,7.5046,17.2675,0.3784168277517267,153
337,대조,0,53,54,836.9300000000001,31163,5,0,44,468.21,215,1,0,1,54.03,11.0,1,90.53,6.0,1,33.76,7.0,1,63.45,5.0,1,0.9648,1.6166,0.3784678863617502,153
1119,처치,1,51,55,1880.61,18546,28,0,48,879.42,493,1,0,1,21.0,11.0,1,41.16,3.0,1,21.0,11.0,1,41.16,3.0,1,0.375,0.735,0.57834996402343,154
1297,대조,0,80,90,1434.22,28772,2,0,80,986.42,401,1,0,4,253.73,127.0,1,521.69,21.0,1,107.0,56.0,1,245.46,9.0,1,4.5309,9.3159,0.5793538232843245,154
1122,처치,1,67,77,1236.98,26983,89,0,63,546.29,303,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5267393297425115,155
577,대조,0,29,31,3360.43,1217,7,0,27,1471.27,544,1,1,1,141.52,58.0,1,538.83,4.0,1,104.27,39.0,1,312.47,2.0,1,2.5271,9.622,0.5171806457752365,155
1125,처치,1,49,68,640.29,7835,2,0,32,260.6,108,1,0,0,0.63,3.0,1,17.18,11.0,1,0.19,1.0,1,4.62,4.0,1,0.0112,0.3068,0.2716077837739296,156
698,대조,0,92,112,936.64,17474,19,0,44,375.34,152,1,0,3,50.46,21.0,1,116.66,8.0,1,24.1,8.0,1,32.81,3.0,1,0.9011,2.0832,0.27204890798795744,156
1165,처치,1,42,43,1034.5,46024,14,0,28,397.35,153,1,0,0,126.76,56.0,1,272.04,9.0,1,75.93,30.0,1,141.43,6.0,1,2.2636,4.8579,0.28705307167602845,157
2258,대조,0,39,39,1084.44,420,13,0,32,595.71,232,1,0,1,123.43,35.0,1,268.37,4.0,1,54.56,15.0,1,113.65,2.0,1,2.2041,4.7923,0.28710015938867717,157
1186,처치,1,50,57,4012.7,103850,9,0,47,1998.84,606,1,0,4,485.46,119.0,1,762.05,10.0,1,197.28,41.0,1,333.67,6.0,1,8.6689,13.608,0.5454686561197708,158
2069,대조,0,66,79,1669.52,3165,15,0,63,1004.73,414,1,0,3,45.41,23.0,1,93.2,6.0,1,20.11,14.0,1,48.27,2.0,1,0.8109,1.6643,0.5491578863751898,158
1204,처치,1,55,72,1759.24,8749,8,0,52,1013.98,390,1,0,1,19.25,11.0,1,141.48,3.0,1,16.75,10.0,1,116.62,2.0,1,0.3438,2.5264,0.618959798048385,159
1426,대조,0,55,57,1984.09,29108,5,0,53,981.38,340,1,0,2,73.87,34.0,1,125.94,3.0,1,24.36,10.0,1,57.4,2.0,1,1.3191,2.2489,0.5879411569016106,159
1207,처치,1,78,93,621.34,345,22,0,71,361.01,176,1,0,2,41.8,8.0,1,64.4,5.0,1,29.9,4.0,1,44.82,3.0,1,0.7464,1.15,0.4471412768489644,160
155,대조,0,43,46,1983.11,15711,28,0,41,871.88,337,1,0,2,30.4,11.0,1,84.17,4.0,1,11.65,3.0,1,26.95,2.0,1,0.5429,1.503,0.44535992900868765,160
1219,처치,1,73,80,586.69,335,1,0,50,319.91,118,1,0,1,21.37,11.0,1,60.04,13.0,1,8.709999999999999,5.0,1,17.759999999999998,5.0,1,0.3816,1.0721,0.3776848483614312,161
1389,대조,0,31,32,1997.71,723,6,0,29,999.89,313,1,0,1,171.11,57.0,1,386.67,5.0,1,171.11,57.0,1,386.67,5.0,1,3.0555,6.9048,0.37699807080910286,161
1237,처치,1,19,19,972.59,42266,7,0,17,486.32,209,1,0,1,52.04,23.0,1,78.57000000000001,1.0,1,0.0,0.0,0,0.0,0.0,0,0.9293,1.403,0.10352727881642713,162
2316,대조,0,25,27,751.89,7571,10,0,20,412.27,129,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.10893549286333234,162
1265,처치,1,38,42,1229.52,659,15,0,41,645.49,343,1,0,0,42.69,24.0,1,102.09,4.0,1,19.19,12.0,1,72.06,2.0,1,0.7623,1.823,0.4847068149043349,163
2182,대조,0,71,74,1417.24,681,4,0,67,742.74,316,1,0,4,12.37,7.0,1,51.17,5.0,1,11.37,5.0,1,19.4,3.0,1,0.2209,0.9138,0.4849293880495371,163
1266,처치,1,87,94,1264.27,662,10,0,56,791.81,346,1,0,4,143.37,52.0,1,195.21,7.0,1,23.87,14.0,1,66.2,4.0,1,2.5602,3.4859,0.3713672957964495,164
2036,대조,0,29,31,2463.23,17243,5,0,30,1608.26,516,1,0,2,497.48,199.0,1,782.78,8.0,1,253.64,103.0,1,363.73,3.0,1,8.8836,13.9782,0.3714838261838721,164
1288,처치,1,36,46,1631.2,15888,7,0,34,820.07,325,1,0,1,99.81,35.0,1,140.05,4.0,1,58.4,18.0,1,74.37,2.0,1,1.7823,2.5009,0.40518521527114065,165
279,대조,0,35,43,1477.16,103090,4,0,31,780.34,366,1,1,1,139.5,54.0,1,320.48,7.0,1,124.23,48.0,1,280.21,6.0,1,2.4911,5.7229,0.404671448984999,165
1296,처치,1,63,65,1675.58,1024,5,0,64,952.64,412,1,0,3,135.31,48.0,1,215.21,7.0,1,67.42,26.0,1,95.4,3.0,1,2.4163,3.843,0.5679479678912162,166
862,대조,0,48,60,1489.76,786,1,0,48,787.27,331,1,0,1,67.07000000000001,29.0,1,137.31,5.0,1,53.75,23.0,1,117.01,4.0,1,1.1977,2.452,0.5646148332178378,166
1304,처치,1,62,67,619.51,351,9,0,56,365.11,173,1,0,0,40.91,22.0,1,98.27,11.0,1,22.21,10.0,1,50.68,5.0,1,0.7305,1.7548,0.48519631690619613,167
1116,대조,0,42,55,2145.74,3466,1,0,46,1115.89,560,1,0,3,190.43,92.0,1,384.96,4.0,1,98.82,51.0,1,192.34,3.0,1,3.4005,6.8743,0.4857234917194131,167
1325,처치,1,35,37,1801.67,678,10,0,33,921.96,336,1,0,1,226.99,65.0,1,480.66,12.0,1,114.47,39.0,1,217.19,6.0,1,4.0534,8.5832,0.40645808658638743,168
1524,대조,0,42,47,2148.78,163832,9,0,30,1155.17,525,1,0,1,118.58,44.0,1,192.35,4.0,1,38.54,11.0,1,99.85,3.0,1,2.1175,3.4348,0.40826654775297005,168
1331,처치,1,92,99,1681.43,757,21,0,52,608.5,290,1,0,3,31.73,17.0,1,75.55,2.0,1,31.73,17.0,1,75.55,2.0,1,0.5666,1.3491,0.46138509025233865,169
650,대조,0,64,71,1345.93,673,51,0,62,633.04,289,1,1,4,8.45,3.0,1,10.45,2.0,1,6.66,2.0,1,6.66,1.0,1,0.1509,0.1866,0.46206088024615766,169
1345,처치,1,46,48,1148.92,452,25,0,40,496.89,209,1,0,1,90.09,32.0,1,142.71,6.0,1,60.73,23.0,1,95.01,4.0,1,1.6088,2.5484,0.3842466514769567,170
116,대조,0,67,70,557.01,318,6,0,63,279.91,224,1,0,2,31.43,27.0,1,52.46,7.0,1,14.79,14.0,1,20.55,3.0,1,0.5612,0.9368,0.38150726472120766,170
1383,처치,1,91,99,1025.1,387,6,0,70,537.63,214,1,0,3,188.14,85.0,1,325.3,20.0,1,69.91,33.0,1,123.06,12.0,1,3.3596,5.8089,0.501714398722744,171
1887,대조,0,65,68,713.93,333,1,0,60,470.74,167,1,0,1,80.02000000000001,42.0,1,99.44,12.0,1,53.190000000000005,17.0,1,59.45,6.0,1,1.4289,1.7757,0.5016023098825569,171
1406,처치,1,71,83,2879.08,144400,4,0,56,1136.46,546,1,0,4,204.06,86.0,1,521.68,21.0,1,82.39,45.0,1,196.28,13.0,1,3.6439,9.3157,0.5655228739876181,172
1387,대조,0,49,54,1529.7,655,10,0,50,836.34,255,1,0,1,110.99,36.0,1,254.43,6.0,1,49.5,15.0,1,99.4,3.0,1,1.982,4.5434,0.5636853395628746,172
1417,처치,1,32,50,2768.43,207616,5,0,31,1142.02,724,1,0,0,249.75,102.0,1,744.91,17.0,1,151.09,65.0,1,591.2,13.0,1,4.4598,13.302,0.5588895252316544,173
2035,대조,0,49,66,1050.18,627,5,0,58,628.73,341,1,0,1,13.04,10.0,1,33.44,2.0,1,0.0,0.0,0,0.0,0.0,0,0.2329,0.5971,0.5578524279643574,173
1448,처치,1,73,79,1859.22,4353,55,0,48,710.6700000000001,274,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6396482092050881,174
1089,대조,0,69,80,1681.43,63714,1,0,47,837.77,313,1,0,1,17.21,8.0,1,71.06,4.0,1,17.21,8.0,1,31.11,2.0,1,0.3073,1.2689,0.5864698925813132,174
1460,처치,1,48,52,2307.64,62130,10,0,40,1188.14,418,1,1,1,60.23,37.0,1,120.21,4.0,1,53.370000000000005,35.0,1,80.42,2.0,1,1.0755,2.1466,0.6116646551500667,175
2013,대조,0,80,93,1179.48,621,19,0,69,606.92,301,1,0,2,0.0,0.0,0,2.99,1.0,1,0.0,0.0,0,2.99,1.0,1,0.0,0.0534,0.5814478115478361,175
1470,처치,1,78,93,1313.4,66830,3,0,60,665.16,314,1,0,5,137.51,51.0,1,293.63,19.0,1,89.08,34.0,1,185.26,10.0,1,2.4555,5.2434,0.35641375392949126,176
2032,대조,0,51,53,1129.92,54856,80,0,39,633.51,144,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.3562509913769514,176
1494,처치,1,44,64,2126.5,1133,17,0,45,1016.11,474,1,0,3,104.68,44.0,1,216.01,13.0,1,47.58,21.0,1,96.61,5.0,1,1.8693,3.8573,0.4449162923718024,177
194,대조,0,50,56,1423.17,21263,11,0,40,645.76,275,1,0,1,51.98,26.0,1,122.37,4.0,1,34.72,15.0,1,71.64,2.0,1,0.9282,2.1852,0.444582587626459,177
1532,처치,1,70,81,1726.65,128736,19,0,47,464.24,171,1,0,1,36.29,16.0,1,104.25,3.0,1,0.0,0.0,0,0.0,0.0,0,0.648,1.8616,0.5606423969325798,178
2338,대조,0,50,57,1643.24,56979,4,0,47,753.77,395,1,0,1,74.18,41.0,1,255.56,6.0,1,11.99,4.0,1,39.0,2.0,1,1.3246,4.5636,0.5635945251257303,178
1542,처치,1,95,105,1655.44,624,4,0,65,687.75,252,1,0,3,104.9,26.0,1,175.41,5.0,1,64.79,14.0,1,75.68,2.0,1,1.8732,3.1323,0.5819286966076386,179
1981,대조,0,67,70,995.87,519,4,0,62,692.6,300,1,0,1,84.53,33.0,1,205.08,18.0,1,57.61,23.0,1,148.15,11.0,1,1.5095,3.6621,0.5795777005666279,179
1555,처치,1,66,79,1294.28,676,8,0,63,654.95,312,1,0,2,56.540000000000006,6.0,1,75.34,6.0,1,13.55,5.0,1,27.97,4.0,1,1.0096,1.3454,0.5697148092937674,180
2319,대조,0,76,106,976.84,541,23,0,71,463.31,198,1,0,2,45.57,12.0,1,111.9,7.0,1,2.97,3.0,1,2.97,1.0,1,0.8138,1.9982,0.5515456544945306,180
1572,처치,1,33,35,1578.5,55898,9,0,30,744.12,313,1,0,0,93.1,28.0,1,146.74,4.0,1,40.33,12.0,1,52.17,2.0,1,1.6625,2.6204,0.4043408499978397,181
1593,대조,0,34,36,1522.81,16881,19,0,32,825.92,386,1,1,1,41.96,15.0,1,88.22,3.0,1,41.96,15.0,1,75.35,2.0,1,0.7493,1.5754,0.4037755557616275,181
1575,처치,1,40,41,1203.85,8286,13,0,40,812.71,488,1,0,0,94.93,60.0,1,147.99,4.0,1,16.59,10.0,1,26.71,1.0,1,1.6952,2.6427,0.4701288793251063,182
430,대조,0,56,70,1022.06,7873,1,0,47,484.84,190,1,0,1,226.23,78.0,1,520.96,17.0,1,119.4,42.0,1,249.36,12.0,1,4.0398,9.3029,0.47152435205736265,182
1586,처치,1,56,64,1907.83,698,5,0,61,1648.44,587,1,0,4,116.83,15.0,1,151.51,2.0,1,0.0,0.0,0,0.0,0.0,0,2.0862,2.7055,0.50472583114653,183
2213,대조,0,44,46,3275.41,8973,93,0,36,1601.59,801,1,2,3,101.22,39.0,1,178.04,5.0,1,68.63,23.0,1,113.89,2.0,1,1.8075,3.1793,0.5056483332182617,183
1592,처치,1,32,33,1357.28,93230,7,0,22,575.58,186,1,0,0,112.4,49.0,1,745.61,13.0,1,94.06,43.0,1,286.19,8.0,1,2.0071,13.3145,0.25406270373402423,184
1646,대조,0,58,66,1538.12,402,16,0,24,331.68,96,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.251514549474135,184
1604,처치,1,112,116,556.77,310,4,0,81,278.44,134,1,0,2,33.26,14.0,1,82.62,17.0,1,17.7,6.0,1,47.74,10.0,1,0.5939,1.4754,0.5079766572708041,185
2302,대조,0,55,56,1523.18,17078,13,0,52,805.08,461,1,0,2,87.43,47.0,1,134.57,9.0,1,44.55,23.0,1,68.31,4.0,1,1.5612,2.403,0.5073451985713628,185
1605,처치,1,49,50,587.54,370,3,0,44,344.44,178,1,0,0,29.34,10.0,1,53.35,4.0,1,16.19,7.0,1,32.84,3.0,1,0.5239,0.9527,0.37345087496572515,186
1747,대조,0,60,73,2496.61,206216,3,0,39,1259.05,585,1,0,4,133.47,66.0,1,298.72,11.0,1,45.16,23.0,1,110.56,5.0,1,2.3834,5.3343,0.3711627556545768,186
1617,처치,1,70,97,3683.05,10448,23,0,83,2234.32,896,1,0,7,97.55,47.0,1,214.52,4.0,1,97.55,47.0,1,214.52,4.0,1,1.742,3.8307,0.5712522193175231,187
288,대조,0,61,71,2469.96,187629,41,0,50,1139.22,457,1,0,3,91.57,53.0,1,210.99,8.0,1,64.65,39.0,1,120.12,5.0,1,1.6352,3.7677,0.5169430001907377,187
1621,처치,1,42,49,2059.94,961,2,0,40,1171.51,487,1,0,1,314.1,136.0,1,565.13,21.0,1,135.37,64.0,1,266.45,10.0,1,5.6089,10.0916,0.5464256992958304,188
1492,대조,0,71,77,1001.42,498,4,0,73,692.9,310,1,0,3,68.97,36.0,1,91.64,7.0,1,39.18,21.0,1,43.05,4.0,1,1.2316,1.6364,0.5167383290723426,188
1624,처치,1,53,60,1225.01,502,2,0,38,780.61,309,1,0,0,125.28,48.0,1,209.72,15.0,1,43.51,14.0,1,58.33,5.0,1,2.2371,3.745,0.47821825085488784,189
2187,대조,0,39,42,2292.95,885,21,0,35,1353.73,522,1,0,1,155.02,73.0,1,215.64,2.0,1,41.96,25.0,1,97.2,1.0,1,2.7682,3.8507,0.47941645921773657,189
1630,처치,1,144,150,7453.66,2288,3,0,141,3508.66,1149,1,1,2,384.6,129.0,1,852.73,18.0,1,204.38,68.0,1,463.67,11.0,1,6.8679,15.2273,0.9758492501092902,190
2252,대조,0,147,207,6745.05,412401,1,0,136,3045.87,1393,1,0,0,526.13,219.0,1,1263.19,66.0,1,281.15,113.0,1,645.03,35.0,1,9.3952,22.557,0.9807773489422837,190
1651,처치,1,43,46,1397.12,533,6,0,42,873.7,296,1,0,0,223.9,65.0,1,417.66,12.0,1,164.25,44.0,1,272.84000000000003,6.0,1,3.9982,7.4582,0.5379955522677344,191
1861,대조,0,85,109,1506.04,934,10,0,79,749.33,370,1,0,5,74.84,43.0,1,151.45,7.0,1,57.95,34.0,1,126.93,6.0,1,1.3364,2.7045,0.4989606053531853,191
1663,처치,1,118,140,1302.28,328586,3,0,30,177.21,52,1,0,1,44.83,7.0,1,218.3,23.0,1,25.76,4.0,1,109.88,10.0,1,0.8005,3.8982,0.3294478256401357,192
1141,대조,0,46,51,713.63,382,10,0,43,366.05,169,1,0,1,174.06,63.0,1,295.79,5.0,1,79.49,31.0,1,149.09,3.0,1,3.1082,5.282,0.3269956656573049,192
1731,처치,1,47,49,2148.94,37564,4,0,45,1209.59,690,1,0,4,115.38,58.0,1,292.87,5.0,1,0.0,0.0,0,0.0,0.0,0,2.0604,5.2298,0.39203602449150543,193
31,대조,0,34,36,2551.47,189164,2,0,22,971.05,391,1,0,0,474.64,141.0,1,796.87,13.0,1,277.44,86.0,1,391.74,4.0,1,8.4757,14.2298,0.39202495134217835,193
1746,처치,1,28,43,1890.43,16710,10,0,40,1158.77,342,1,0,1,123.85,45.0,1,260.92,5.0,1,50.49,20.0,1,129.18,3.0,1,2.2116,4.6593,0.506516651878881,194
180,대조,0,51,61,1929.77,2532,1,0,42,1027.4,383,1,0,2,98.69,35.0,1,160.64,4.0,1,34.04,10.0,1,47.99,1.0,1,1.7623,2.8686,0.49216517149439737,194
1756,처치,1,51,60,3177.39,149793,33,0,43,1467.06,601,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.43512998421429017,195
2078,대조,0,55,82,2017.11,143114,17,0,61,1242.46,244,1,0,5,85.37,26.0,1,136.33,4.0,1,50.03,15.0,1,87.01,2.0,1,1.5245,2.4345,0.4351160807792441,195
1761,처치,1,21,21,1311.58,557,2,0,20,871.32,334,1,0,0,35.52,16.0,1,78.17,3.0,1,0.0,0.0,0,0.0,0.0,0,0.6343,1.3959,0.22261635975062682,196
236,대조,0,37,38,1304.07,665,31,0,29,772.48,331,1,0,2,39.52,6.0,1,81.06,3.0,1,32.129999999999995,2.0,1,68.39,2.0,1,0.7057,1.4475,0.222358826757829,196
1784,처치,1,34,35,1605.73,601,21,0,32,835.63,322,1,0,1,31.790000000000003,10.0,1,77.69,2.0,1,27.020000000000003,7.0,1,67.33,1.0,1,0.5677,1.3873,0.3583146835239609,197
1768,대조,0,45,53,1000.67,7072,10,0,39,695.96,343,1,0,1,166.13,62.0,1,203.84,8.0,1,71.97,24.0,1,81.93,4.0,1,2.9666,3.64,0.35675842983354383,197
1790,처치,1,39,39,1608.57,741,4,0,36,818.13,335,1,0,2,98.57,32.0,1,208.23,3.0,1,30.01,10.0,1,56.19,1.0,1,1.7602,3.7184,0.36373069814296627,198
333,대조,0,34,38,1245.82,717,8,0,36,838.3100000000001,386,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.3672033707069287,198
1832,처치,1,44,45,1083.58,573,6,0,35,372.97,184,1,0,0,40.51,16.0,1,120.01,4.0,1,13.15,4.0,1,37.34,2.0,1,0.7234,2.143,0.39766158463832657,199
2410,대조,0,53,53,2130.63,13587,1,0,44,1301.09,498,1,0,4,64.13,32.0,1,142.82,5.0,1,28.72,19.0,1,72.78999999999999,2.0,1,1.1452,2.5504,0.3938563174535313,199
1840,처치,1,30,37,337.21,209,31,0,24,218.21,133,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.09408816497752755,200
1601,대조,0,19,20,1269.51,576,110,0,18,633.51,288,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.09592953638532767,200
1841,처치,1,26,26,1822.35,787,5,0,26,869.51,371,1,0,0,133.43,51.0,1,292.91,3.0,1,83.36,31.0,1,121.56,1.0,1,2.3827,5.2305,0.37653441293141726,201
1083,대조,0,36,42,1068.19,5414,2,0,34,660.21,231,1,1,1,126.28,32.0,1,164.71,5.0,1,123.29,31.0,1,160.72,4.0,1,2.255,2.9412,0.38069663829977113,201
1860,처치,1,47,51,689.95,27400,2,0,44,458.3,205,1,0,0,38.05,25.0,1,63.47,7.0,1,22.11,15.0,1,36.16,5.0,1,0.6795,1.1334,0.4126328935202696,202
481,대조,0,40,43,1756.33,877,88,0,36,903.74,404,1,0,1,20.11,11.0,1,76.82,3.0,1,9.67,6.0,1,43.77,1.0,1,0.3591,1.3718,0.41272939527080715,202
1889,처치,1,36,38,1591.4,37016,29,0,28,758.5600000000001,294,1,0,1,0.0,0.0,0,24.23,2.0,1,0.0,0.0,0,8.87,1.0,1,0.0,0.4327,0.30021980146822963,203
1019,대조,0,32,37,1176.17,461,14,0,32,539.5600000000001,203,1,0,1,96.71,32.0,1,184.92,6.0,1,65.76,19.0,1,129.42,3.0,1,1.727,3.3021,0.3010423532732728,203
1890,처치,1,31,34,1519.03,579,8,0,31,797.51,359,1,0,0,38.92,21.0,1,87.85,5.0,1,30.74,19.0,1,39.76,2.0,1,0.695,1.5687,0.4112837794031043,204
1051,대조,0,36,43,1634.68,25743,11,0,35,740.8,318,1,0,1,100.6,46.0,1,256.28000000000003,5.0,1,80.35,36.0,1,202.39,4.0,1,1.7964,4.5764,0.4118991226764884,204
1905,처치,1,65,72,1591.39,20557,5,0,51,826.25,312,1,0,2,47.43,14.0,1,56.41,4.0,1,21.380000000000003,8.0,1,21.380000000000003,1.0,1,0.847,1.0073,0.5242370078641302,205
901,대조,0,54,64,2201.74,5084,33,0,50,1207.47,504,1,0,3,221.34,70.0,1,423.09,10.0,1,114.79,35.0,1,197.38,5.0,1,3.9525,7.5552,0.4920775300997904,205
1920,처치,1,63,65,1467.1,478,6,0,51,863.53,310,1,0,3,108.3,55.0,1,169.52,10.0,1,71.49,32.0,1,100.3,6.0,1,1.9339,3.0271,0.43144855926995346,206
1809,대조,0,41,47,1181.96,652,6,0,42,596.13,319,1,0,1,120.76,46.0,1,197.56,8.0,1,46.73,31.0,1,101.95,5.0,1,2.1564,3.5279,0.4297213011720527,206
1939,처치,1,50,56,2563.29,164499,13,0,35,865.79,383,1,0,2,186.04,88.0,1,557.9,10.0,1,148.61,70.0,1,425.64,6.0,1,3.3221,9.9625,0.4449770033272442,207
1438,대조,0,31,37,1796.58,629,12,0,36,1087.79,397,1,0,1,42.93,3.0,1,117.26,1.0,1,0.0,0.0,0,0.0,0.0,0,0.7666,2.0939,0.44229243739711577,207
