household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score
778,대조,0,86,121,2221.99,93110,16,0,75,1080.63,461,1,0,3,37.99,19.0,1,63.6,2.0,1,37.99,19.0,1,63.6,2.0,1,0.6784,1.1357,0.6908686909203645
780,대조,0,58,63,534.6800000000001,299,150,0,43,279.13,143,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.19701852434687311
784,처치,1,89,107,2442.98,194387,2,0,78,1059.86,471,1,0,3,82.74000000000001,36.0,1,237.51,10.0,1,72.34,27.0,1,168.38,6.0,1,1.4775,4.2412,0.7416470232866286
785,대조,0,77,83,1769.71,191238,3,0,56,712.47,267,1,0,1,130.31,53.0,1,233.17,14.0,1,22.38,8.0,1,53.99,4.0,1,2.327,4.1638,0.6641652735801837
787,처치,1,149,153,2080.76,786,1,0,87,662.38,249,1,0,2,48.4,26.0,1,225.28,20.0,1,21.5,10.0,1,94.31,10.0,1,0.8643,4.0229,0.8082864578713578
793,처치,1,77,87,1450.51,64174,7,0,56,474.06,209,1,0,0,164.9,59.0,1,258.96,10.0,1,42.31,6.0,1,79.96000000000001,4.0,1,2.9446,4.6243,0.6785555160710872
795,대조,0,33,37,1115.54,540,18,0,30,492.77,208,1,0,1,30.64,10.0,1,43.540000000000006,2.0,1,0.0,0.0,0,0.0,0.0,0,0.5471,0.7775,0.2647185397318043
797,처치,1,79,82,2705.75,756,3,0,67,1176.54,347,1,0,4,56.16,20.0,1,151.85,6.0,1,54.16,19.0,1,148.85,5.0,1,1.0029,2.7116,0.6341755646011024
802,처치,1,53,53,1912.44,695,7,0,50,725.88,325,1,0,2,41.59,17.0,1,90.69,1.0,1,41.59,17.0,1,90.69,1.0,1,0.7427,1.6195,0.5482777235266769
807,처치,1,78,95,3242.46,205260,8,0,72,1087.65,589,1,0,3,95.58,52.0,1,284.11,9.0,1,79.83,43.0,1,221.46,6.0,1,1.7068,5.0734,0.7494337174988428
808,처치,1,140,170,1915.9,85325,16,0,96,737.52,332,1,0,1,82.1,39.0,1,227.27,18.0,1,72.13,31.0,1,187.52,14.0,1,1.4661,4.0584,0.8474782042059181
812,처치,1,62,87,1010.46,540,17,0,33,620.48,253,1,0,2,26.52,12.0,1,43.87,4.0,1,7.25,3.0,1,19.45,2.0,1,0.4736,0.7834,0.23735348216900318
817,처치,1,108,115,3782.83,1671,3,0,107,2248.2,1026,1,0,5,354.59,179.0,1,482.43,18.0,1,222.99,103.0,1,302.66,11.0,1,6.332,8.6148,0.8119603401412657
820,처치,1,128,169,3659.82,15935,3,0,121,1706.13,595,1,0,1,165.17,58.0,1,491.2,18.0,1,113.08,39.0,1,353.92,12.0,1,2.9495,8.7714,0.9437243825102372
823,처치,1,80,94,2070.68,92689,8,0,50,698.1,302,1,0,1,19.35,6.0,1,144.64,10.0,1,4.58,2.0,1,47.08,5.0,1,0.3455,2.5829,0.6406638494672743
830,처치,1,114,207,1456.92,1105,36,0,130,1017.12,603,1,0,3,67.71,35.0,1,106.96,6.0,1,63.73,33.0,1,102.98,5.0,1,1.2091,1.91,0.8068405026031942
831,대조,0,120,133,6988.28,2431,1,0,113,3286.42,1212,1,0,0,415.15,129.0,1,912.91,16.0,1,222.6,64.0,1,474.27,7.0,1,7.4134,16.302,0.9732033624485049
834,대조,0,22,25,909.63,48559,73,0,16,465.42,169,1,0,2,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,1.0,1.0,1,0.0,0.0179,0.0617550052713828
836,대조,0,58,68,1449.57,660,34,0,49,738.39,299,1,0,2,6.0,2.0,1,34.63,1.0,1,0.0,0.0,0,0.0,0.0,0,0.1071,0.6184,0.45870177074303387
844,처치,1,100,111,4285.63,11973,4,0,96,1638.54,619,1,0,3,199.6,74.0,1,514.58,16.0,1,120.28,45.0,1,326.35,12.0,1,3.5643,9.1889,0.8729858603030841
850,처치,1,78,85,984.78,5863,2,0,66,548.49,255,1,0,2,104.24,35.0,1,144.2,7.0,1,21.24,6.0,1,33.3,2.0,1,1.8614,2.575,0.5457789933751136
852,처치,1,73,78,1571.76,583,6,0,70,1021.61,364,1,0,0,54.86,27.0,1,109.07,7.0,1,27.85,14.0,1,39.94,3.0,1,0.9796,1.9477,0.7745232912059826
854,대조,0,30,30,332.95,145,3,0,25,197.67,75,1,0,1,14.74,9.0,1,16.62,2.0,1,10.78,5.0,1,10.78,1.0,1,0.2632,0.2968,0.08464584481615611
857,처치,1,34,36,3117.68,1405,2,0,34,1346.07,558,1,0,3,205.93,57.0,1,454.1,4.0,1,57.96,23.0,1,141.78,1.0,1,3.6773,8.1089,0.4212484527686069
861,대조,0,22,29,1229.95,423,41,0,27,944.24,323,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.23449670922634616
862,대조,0,48,60,1489.76,786,1,0,48,787.27,331,1,0,1,67.07000000000001,29.0,1,137.31,5.0,1,53.75,23.0,1,117.01,4.0,1,1.1977,2.452,0.5646148332178378
864,처치,1,81,84,6053.9,2558,8,0,80,2749.56,1059,1,7,5,381.64,148.0,1,896.0,13.0,1,209.85,78.0,1,482.92,8.0,1,6.815,16.0,0.8797934668112006
867,처치,1,111,139,4525.54,340704,1,0,88,2003.29,895,1,5,2,193.14,91.0,1,627.81,21.0,1,108.05,52.0,1,289.91,10.0,1,3.4489,11.2109,0.9410823911511424
871,처치,1,97,104,8226.23,24885,1,0,89,3812.63,1307,1,0,5,316.4,90.0,1,685.1,10.0,1,238.06,69.0,1,578.84,8.0,1,5.65,12.2339,0.8658084072560729
873,처치,1,72,96,2458.08,143393,16,0,74,1252.01,875,1,0,3,256.07,132.0,1,471.4,16.0,1,191.29,94.0,1,336.89,9.0,1,4.5727,8.4179,0.702143744420393
877,처치,1,45,49,2678.86,71885,2,0,40,1310.9,536,1,8,3,112.03,37.0,1,260.48,8.0,1,30.15,12.0,1,97.78,5.0,1,2.0005,4.6514,0.6461465091959985
879,처치,1,60,68,1887.03,167439,4,0,56,757.08,298,1,0,0,137.7,48.0,1,348.87,16.0,1,78.94,30.0,1,200.76,8.0,1,2.4589,6.2298,0.730948493004243
882,처치,1,139,173,3741.56,112207,1,0,138,1756.02,783,1,0,2,190.83,77.0,1,378.89,31.0,1,110.95,44.0,1,234.83,17.0,1,3.4077,6.7659,0.9449022246391637
883,처치,1,210,278,8341.34,465437,1,0,197,4194.35,1488,1,4,6,386.3,110.0,1,742.05,29.0,1,188.71,52.0,1,387.39,12.0,1,6.8982,13.2509,0.9753719184488532
884,대조,0,46,64,578.17,317,9,0,23,178.91,94,1,0,0,1.49,1.0,1,33.33,1.0,1,1.49,1.0,1,33.33,1.0,1,0.0266,0.5952,0.14805853731503815
885,처치,1,48,59,1599.81,36207,32,0,30,685.72,301,1,0,0,36.45,14.0,1,60.29,4.0,1,5.99,1.0,1,5.99,1.0,1,0.6509,1.0766,0.39858747489747715
886,처치,1,141,167,3899.35,263374,1,0,92,1084.29,610,1,0,2,31.51,11.0,1,193.59,11.0,1,16.18,5.0,1,76.95,3.0,1,0.5627,3.457,0.8930929634590498
901,대조,0,54,64,2201.74,5084,33,0,50,1207.47,504,1,0,3,221.34,70.0,1,423.09,10.0,1,114.79,35.0,1,197.38,5.0,1,3.9525,7.5552,0.4920775300997904
903,대조,0,63,65,2528.01,779,4,0,57,1262.36,444,1,0,3,11.17,5.0,1,100.37,2.0,1,2.39,1.0,1,77.6,1.0,1,0.1995,1.7923,0.6096953560273095
906,대조,0,251,327,6155.41,566489,2,0,215,2695.85,1455,1,0,5,246.63,156.0,1,397.9,23.0,1,143.32,85.0,1,230.35,14.0,1,4.4041,7.1054,0.9641113945130816
907,처치,1,63,69,1481.75,769,15,0,59,726.19,395,1,0,2,82.42,33.0,1,152.46,11.0,1,14.09,8.0,1,53.05,3.0,1,1.4718,2.7225,0.5602765256130882
911,처치,1,59,61,2921.5,75780,1,0,52,1680.9,752,1,1,2,240.08,118.0,1,405.11,7.0,1,121.17,68.0,1,230.29,5.0,1,4.2871,7.2341,0.726139938392734
913,대조,0,58,59,1428.2,19118,36,0,50,919.06,340,1,0,2,25.32,8.0,1,40.95,4.0,1,21.33,7.0,1,28.98,2.0,1,0.4521,0.7313,0.4616408253572805
915,처치,1,82,86,741.76,444,1,0,75,337.79,169,1,0,1,55.36,36.0,1,110.07,16.0,1,33.47,21.0,1,71.65,8.0,1,0.9886,1.9655,0.6150642660474103
916,처치,1,108,137,2000.44,131198,2,0,92,800.96,455,1,0,3,183.74,83.0,1,544.88,28.0,1,99.97,53.0,1,316.73,17.0,1,3.2811,9.73,0.7673323300705892
919,대조,0,87,106,1076.96,8326,1,0,69,495.77,322,1,0,1,89.64,56.0,1,154.39,14.0,1,83.3,50.0,1,127.67,8.0,1,1.6007,2.757,0.6610187744392086
922,대조,0,87,112,2523.62,120822,1,0,85,1450.89,556,1,0,4,214.53,75.0,1,512.01,22.0,1,102.67,34.0,1,231.14,10.0,1,3.8309,9.143,0.7282801449755053
923,대조,0,86,142,2705.25,215339,5,0,88,1176.25,421,1,0,2,113.24,28.0,1,326.94,10.0,1,76.55,20.0,1,277.73,6.0,1,2.0221,5.8382,0.836626897186367
924,대조,0,77,78,1858.54,698,2,0,70,1012.65,337,1,0,3,121.1,35.0,1,196.34,6.0,1,94.3,26.0,1,133.04,4.0,1,2.1625,3.5061,0.6421151026738237
925,대조,0,54,58,393.76,203,134,0,48,242.12,122,1,0,1,45.77,36.0,1,84.14,19.0,1,21.84,19.0,1,39.48,8.0,1,0.8173,1.5025,0.23195597679164282
926,처치,1,181,214,6441.4,615698,1,0,143,2874.82,1422,1,0,8,79.02,46.0,1,371.16,17.0,1,42.32,20.0,1,163.54,8.0,1,1.4111,6.6279,0.8477171616984773
927,처치,1,34,39,1370.93,631,13,0,36,722.1,320,1,0,0,2.5,1.0,1,2.5,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0446,0.0446,0.4510064971907218
935,대조,0,45,49,1325.35,247291,7,0,22,348.22,178,1,0,1,56.81,27.0,1,115.55,2.0,1,56.81,27.0,1,89.0,1.0,1,1.0145,2.0634,0.20446123290036966
938,처치,1,23,23,1590.0,10284,27,0,17,705.72,246,1,0,1,8.129999999999999,5.0,1,57.36,3.0,1,7.63,4.0,1,50.74,2.0,1,0.1452,1.0243,0.14567199767190456
939,처치,1,86,119,3611.63,25617,2,0,99,1567.06,1005,1,0,1,326.33,191.0,1,742.42,15.0,1,207.03,109.0,1,361.91,8.0,1,5.8273,13.2575,0.9189934245443141
940,처치,1,54,56,954.76,436,22,0,44,384.66,178,1,0,0,45.99,16.0,1,139.79,6.0,1,13.98,2.0,1,41.11,1.0,1,0.8212,2.4962,0.4585804745104244
941,처치,1,78,93,1687.22,69944,22,0,70,856.75,280,1,0,4,22.7,7.0,1,47.57,5.0,1,8.96,3.0,1,15.68,2.0,1,0.4054,0.8495,0.5268817463456151
943,처치,1,92,139,3222.64,103261,3,0,75,1235.0,688,1,0,2,17.900000000000002,8.0,1,39.52,1.0,1,17.900000000000002,8.0,1,39.52,1.0,1,0.3196,0.7057,0.820326140367106
944,처치,1,69,79,2151.11,270626,2,0,44,795.5,292,1,0,0,121.8,29.0,1,336.86,12.0,1,112.82,26.0,1,268.1,8.0,1,2.175,6.0154,0.6711410250322049
947,처치,1,163,183,1889.7,16572,1,0,117,675.3100000000001,288,1,4,6,22.51,11.0,1,143.01,15.0,1,16.060000000000002,8.0,1,80.7,9.0,1,0.402,2.5538,0.7895851505515524
952,처치,1,85,96,1874.1,37285,6,0,64,704.5,406,1,0,3,38.97,14.0,1,108.34,6.0,1,2.99,1.0,1,18.05,2.0,1,0.6959,1.9346,0.596506724322776
953,처치,1,65,71,1337.15,819,1,0,54,732.44,427,1,0,1,540.84,199.0,1,913.66,31.0,1,254.29,97.0,1,465.26,19.0,1,9.6579,16.3154,0.5958685175892721
954,대조,0,39,43,1952.45,985,30,0,39,835.46,407,1,2,3,147.69,60.0,1,328.98,6.0,1,52.81,25.0,1,103.81,1.0,1,2.6373,5.8746,0.4389526489165546
960,처치,1,89,95,2177.16,747,3,0,75,806.4,404,1,0,4,37.39,10.0,1,147.93,5.0,1,11.05,3.0,1,46.38,2.0,1,0.6677,2.6416,0.6385842465898842
964,대조,0,41,52,1438.28,3919,4,0,43,823.35,334,1,0,1,46.99,16.0,1,107.54,10.0,1,34.29,13.0,1,72.66,6.0,1,0.8391,1.9204,0.4912273453369194
965,대조,0,41,48,1517.9,724,36,0,34,688.23,308,1,0,1,71.1,28.0,1,94.44,1.0,1,71.1,28.0,1,94.44,1.0,1,1.2696,1.6864,0.3695663276041219
978,처치,1,53,53,2116.55,721,26,0,44,1374.38,407,1,0,2,157.83,51.0,1,222.63,5.0,1,7.99,1.0,1,11.98,1.0,1,2.8184,3.9755,0.4955893198425974
984,처치,1,22,27,1011.11,494,2,0,26,786.66,356,1,0,0,59.47,46.0,1,86.38,3.0,1,36.24,31.0,1,55.41,2.0,1,1.062,1.5425,0.2686548179134631
986,대조,0,67,73,1545.68,678,3,0,56,755.8000000000001,326,1,0,2,63.78,24.0,1,124.7,6.0,1,21.79,10.0,1,46.11,2.0,1,1.1389,2.2268,0.56627354594717
987,대조,0,65,71,2185.37,964,3,0,45,1031.75,408,1,0,3,26.54,8.0,1,106.25,1.0,1,0.0,0.0,0,0.0,0.0,0,0.4739,1.8973,0.473875844645248
989,처치,1,127,150,3772.22,58203,2,0,107,2009.5,816,1,0,6,152.33,64.0,1,392.26,10.0,1,60.3,23.0,1,156.73,5.0,1,2.7202,7.0046,0.7701597926656173
993,처치,1,94,102,2508.01,10456,2,0,93,1390.23,696,1,6,6,77.3,38.0,1,212.26,10.0,1,28.15,14.0,1,83.9,3.0,1,1.3804,3.7904,0.7701547604169193
995,대조,0,19,19,1172.79,405,105,0,15,505.24,208,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0510487041388062
996,대조,0,91,100,1810.74,7631,1,0,84,816.14,395,1,0,5,63.91,34.0,1,147.96,15.0,1,46.14,24.0,1,90.6,9.0,1,1.1413,2.6421,0.5913898142122234
999,대조,0,37,46,1596.85,780,8,0,38,842.19,366,1,0,3,233.62,84.0,1,461.04,7.0,1,91.93,26.0,1,199.08,4.0,1,4.1718,8.2329,0.3156087758826324
1000,처치,1,103,111,3405.74,59221,2,0,101,1266.26,699,1,4,2,110.54,81.0,1,334.05,14.0,1,64.76,43.0,1,158.38,6.0,1,1.9739,5.9652,0.9351389357155631
1003,대조,0,45,61,2521.59,1044,5,0,50,1426.35,613,1,0,2,5.0,3.0,1,20.58,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0893,0.3675,0.6157450040964472
1004,처치,1,158,190,3018.27,364589,1,0,124,1171.11,460,1,0,4,102.2,33.0,1,429.1,37.0,1,69.94,21.0,1,258.09000000000003,24.0,1,1.825,7.6625,0.868130422696626
1005,처치,1,135,146,1965.85,1228,3,0,132,1041.86,539,1,5,2,128.61,55.0,1,260.48,20.0,1,74.82,35.0,1,127.74,13.0,1,2.2966,4.6514,0.9385583814670226
1007,처치,1,101,111,1223.44,6497,1,0,81,574.41,318,1,0,2,8.83,5.0,1,24.53,5.0,1,0.0,0.0,0,9.05,1.0,1,0.1577,0.438,0.6901579734021768
1010,처치,1,53,67,1821.86,186920,5,0,35,646.4300000000001,371,1,0,0,101.29,45.0,1,363.09,12.0,1,54.53,22.0,1,188.74,6.0,1,1.8088,6.4838,0.5232005930087839
1012,대조,0,96,116,2157.73,120116,6,0,86,1089.62,513,1,1,4,28.16,10.0,1,63.06,1.0,1,28.16,10.0,1,63.06,1.0,1,0.5029,1.1261,0.7368610500296843
1015,처치,1,91,95,3299.83,19322,2,0,90,1922.35,1328,1,3,4,71.31,54.0,1,157.91,5.0,1,45.56,40.0,1,84.91,2.0,1,1.2734,2.8198,0.8548311285672265
1018,처치,1,120,143,1653.36,37672,8,0,96,759.48,257,1,0,4,96.03,38.0,1,232.77,11.0,1,28.9,13.0,1,58.4,5.0,1,1.7148,4.1566,0.6802172412212305
1019,대조,0,32,37,1176.17,461,14,0,32,539.5600000000001,203,1,0,1,96.71,32.0,1,184.92,6.0,1,65.76,19.0,1,129.42,3.0,1,1.727,3.3021,0.3010423532732728
1021,대조,0,73,83,1846.85,809,6,0,36,703.2,297,1,0,1,1.0,1.0,1,128.51,5.0,1,0.0,0.0,0,51.42,3.0,1,0.0179,2.2948,0.4694076198518317
1025,대조,0,51,72,2645.48,1479,22,0,56,1333.73,634,1,0,3,326.25,110.0,1,518.92,5.0,1,82.9,29.0,1,132.75,1.0,1,5.8259,9.2664,0.5925578584355694
1031,처치,1,123,146,4232.12,382638,30,0,100,1428.89,483,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.9221930071816584
1034,처치,1,54,58,565.74,29216,72,0,44,299.06,162,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2706361775218475
1038,처치,1,218,270,1576.85,1108,1,0,147,868.83,482,1,0,1,3.4299999999999997,4.0,1,5.61,3.0,1,3.4299999999999997,4.0,1,5.61,3.0,1,0.0612,0.1002,0.9227480012943791
1039,처치,1,57,62,4015.76,1329,8,0,49,1858.78,593,1,1,3,405.11,105.0,1,705.12,12.0,1,151.25,42.0,1,299.13,6.0,1,7.2341,12.5914,0.687569681825869
1040,처치,1,193,198,4765.41,1737,3,0,156,1902.0,668,1,1,4,176.46,52.0,1,501.51,17.0,1,86.03,26.0,1,254.78,8.0,1,3.1511,8.9555,0.949217239105885
1046,처치,1,121,134,3698.95,160254,6,0,115,1868.49,791,1,0,2,163.91,61.0,1,329.72,9.0,1,130.0,48.0,1,239.28,6.0,1,2.927,5.8879,0.9172056754869771
1047,대조,0,56,64,827.93,393,15,0,41,370.54,167,1,0,2,55.08,23.0,1,128.63,5.0,1,7.1899999999999995,5.0,1,57.43,2.0,1,0.9836,2.297,0.2759794010607525
1048,처치,1,84,98,1717.45,160616,30,0,72,697.46,272,1,0,0,40.42,20.0,1,94.28,2.0,1,0.0,0.0,0,0.0,0.0,0,0.7218,1.6836,0.7852940909436749
1051,대조,0,36,43,1634.68,25743,11,0,35,740.8,318,1,0,1,100.6,46.0,1,256.28000000000003,5.0,1,80.35,36.0,1,202.39,4.0,1,1.7964,4.5764,0.4118991226764884
1053,처치,1,74,74,3709.55,35479,11,0,69,2003.29,891,1,0,4,178.26,85.0,1,438.8,10.0,1,55.95,26.0,1,133.93,4.0,1,3.1832,7.8357,0.6952383866069737
1055,대조,0,65,68,1033.0,8878,6,0,60,394.18,198,1,0,5,55.85,22.0,1,147.55,11.0,1,16.24,7.0,1,58.16,5.0,1,0.9973,2.6348,0.29704368274826226
1062,처치,1,162,179,1319.95,778,1,0,161,861.63,510,1,0,1,23.93,30.0,1,26.93,9.0,1,9.96,14.0,1,10.96,4.0,1,0.4273,0.4809,0.9214452699532373
1067,처치,1,37,38,2019.63,59050,8,0,29,908.35,419,1,0,1,420.26,160.0,1,966.98,14.0,1,246.09,91.0,1,548.52,8.0,1,7.5046,17.2675,0.3784168277517267
1071,대조,0,58,71,1679.25,1095,9,0,61,698.38,390,1,0,3,33.62,28.0,1,98.32,5.0,1,11.46,10.0,1,51.2,2.0,1,0.6004,1.7557,0.5406880140283369
1072,대조,0,45,51,2160.39,6882,2,0,43,1133.63,627,1,0,2,162.62,92.0,1,282.01,5.0,1,48.36,30.0,1,89.35,1.0,1,2.9039,5.0359,0.5203000970557585
1075,대조,0,45,52,1121.86,23551,6,0,32,570.18,261,1,0,1,59.51,27.0,1,174.46,10.0,1,25.06,12.0,1,100.83,4.0,1,1.0627,3.1154,0.30538497462323727
1076,처치,1,64,69,1831.66,566,4,0,55,756.51,222,1,0,0,104.7,21.0,1,198.01,9.0,1,40.54,12.0,1,105.82,4.0,1,1.8696,3.5359,0.7190671756283855
1083,대조,0,36,42,1068.19,5414,2,0,34,660.21,231,1,1,1,126.28,32.0,1,164.71,5.0,1,123.29,31.0,1,160.72,4.0,1,2.255,2.9412,0.38069663829977113
1084,처치,1,144,196,2099.54,1040,1,0,138,1224.67,563,1,0,5,54.09,14.0,1,107.38,11.0,1,32.71,8.0,1,58.67,6.0,1,0.9659,1.9175,0.8130813969973767
1087,처치,1,108,143,2657.05,185495,19,0,101,1467.91,726,1,0,5,224.91,86.0,1,347.32,3.0,1,0.0,0.0,0,0.0,0.0,0,4.0162,6.2021,0.7219680605464739
1089,대조,0,69,80,1681.43,63714,1,0,47,837.77,313,1,0,1,17.21,8.0,1,71.06,4.0,1,17.21,8.0,1,31.11,2.0,1,0.3073,1.2689,0.5864698925813132
1102,대조,0,63,67,1708.5,702,1,0,61,1107.81,448,1,0,2,177.81,68.0,1,356.67,8.0,1,19.700000000000003,3.0,1,41.370000000000005,2.0,1,3.1752,6.3691,0.6342100122865507
1110,대조,0,102,111,4478.16,1128,1,0,90,1062.65,634,1,0,0,220.01,100.0,1,761.39,16.0,1,103.53,40.0,1,371.25,9.0,1,3.9288,13.5962,0.9399551977293765
1116,대조,0,42,55,2145.74,3466,1,0,46,1115.89,560,1,0,3,190.43,92.0,1,384.96,4.0,1,98.82,51.0,1,192.34,3.0,1,3.4005,6.8743,0.4857234917194131
1119,처치,1,51,55,1880.61,18546,28,0,48,879.42,493,1,0,1,21.0,11.0,1,41.16,3.0,1,21.0,11.0,1,41.16,3.0,1,0.375,0.735,0.57834996402343
1120,대조,0,67,79,1627.14,16154,9,0,66,713.92,344,1,0,1,27.46,18.0,1,55.25,5.0,1,23.79,15.0,1,51.58,4.0,1,0.4904,0.9866,0.7013432252466373
1121,대조,0,48,50,1810.05,884,17,0,47,843.45,386,1,0,2,281.09,113.0,1,529.03,7.0,1,217.81,79.0,1,350.1,4.0,1,5.0195,9.447,0.49499039107808457
1122,처치,1,67,77,1236.98,26983,89,0,63,546.29,303,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5267393297425115
1123,처치,1,60,65,3509.89,1219,4,0,54,1514.71,559,1,0,3,147.99,44.0,1,348.46,7.0,1,99.4,25.0,1,226.21,5.0,1,2.6427,6.2225,0.6562238320783043
1124,대조,0,51,62,1676.9,2947,35,0,46,1106.14,562,1,0,1,52.83,32.0,1,106.88,6.0,1,52.83,32.0,1,104.89,5.0,1,0.9434,1.9086,0.5319204060410654
1125,처치,1,49,68,640.29,7835,2,0,32,260.6,108,1,0,0,0.63,3.0,1,17.18,11.0,1,0.19,1.0,1,4.62,4.0,1,0.0112,0.3068,0.2716077837739296
1126,대조,0,22,22,2027.48,949,7,0,22,1130.74,439,1,0,2,144.54,44.0,1,255.66,3.0,1,144.54,44.0,1,255.66,3.0,1,2.5811,4.5654,0.213937792548492
1130,처치,1,203,303,5150.75,6578,1,0,230,2693.98,1294,1,0,5,239.12,104.0,1,453.98,24.0,1,163.88,74.0,1,333.74,16.0,1,4.27,8.1068,0.9634612013933035
1132,대조,0,32,41,1565.45,816,53,0,37,906.43,341,1,0,2,244.63,75.0,1,376.25,10.0,1,134.96,43.0,1,182.22,4.0,1,4.3684,6.7188,0.33939809246469566
1133,처치,1,70,83,954.71,13865,1,0,67,624.55,276,1,0,0,198.99,65.0,1,269.88,18.0,1,166.72,47.0,1,207.49,12.0,1,3.5534,4.8193,0.6839307923067612
1136,대조,0,34,35,1354.72,663,10,0,33,804.05,315,1,0,2,151.75,66.0,1,265.53,13.0,1,85.11,38.0,1,133.9,8.0,1,2.7098,4.7416,0.28366169773457606
1137,처치,1,103,112,1730.53,24378,3,0,103,1286.54,450,1,0,3,120.12,37.0,1,149.44,7.0,1,37.94,10.0,1,50.39,2.0,1,2.145,2.6686,0.7759203175994069
1138,처치,1,154,173,3711.49,1947,3,0,103,940.48,270,1,0,5,37.08,17.0,1,267.21,14.0,1,37.08,17.0,1,201.49,8.0,1,0.6621,4.7716,0.8021076018834019
1141,대조,0,46,51,713.63,382,10,0,43,366.05,169,1,0,1,174.06,63.0,1,295.79,5.0,1,79.49,31.0,1,149.09,3.0,1,3.1082,5.282,0.3269956656573049
1153,대조,0,51,63,1070.12,576,16,0,55,751.12,354,1,0,1,42.89,13.0,1,64.81,1.0,1,42.89,13.0,1,64.81,1.0,1,0.7659,1.1573,0.522410619096334
1154,처치,1,97,101,3103.14,1541,4,0,94,2096.14,976,1,0,4,109.96,48.0,1,187.87,9.0,1,63.3,29.0,1,119.01,6.0,1,1.9636,3.3548,0.7864545903638555
1157,처치,1,81,94,2523.39,867,1,0,72,1168.16,394,1,0,2,177.43,82.0,1,244.42,8.0,1,86.83,47.0,1,113.19,5.0,1,3.1684,4.3646,0.7746072612662351
1159,대조,0,149,190,3594.67,236711,3,0,131,1216.87,527,1,0,4,112.81,55.0,1,318.85,15.0,1,105.36,51.0,1,276.83,12.0,1,2.0145,5.6938,0.8916256482775169
1164,처치,1,79,84,3786.51,1557,1,0,66,1716.54,825,1,0,2,144.34,66.0,1,431.5,11.0,1,51.61,26.0,1,150.9,5.0,1,2.5775,7.7054,0.8081242091978728
1165,처치,1,42,43,1034.5,46024,14,0,28,397.35,153,1,0,0,126.76,56.0,1,272.04,9.0,1,75.93,30.0,1,141.43,6.0,1,2.2636,4.8579,0.28705307167602845
1174,대조,0,89,108,1666.35,991,2,0,87,951.0,453,1,0,2,120.46,50.0,1,173.34,6.0,1,40.6,13.0,1,81.48,3.0,1,2.1511,3.0954,0.7669923754033425
1181,대조,0,74,83,2052.12,19645,9,0,61,1012.14,482,1,0,3,16.98,4.0,1,29.69,3.0,1,5.19,1.0,1,11.09,1.0,1,0.3032,0.5302,0.5880867427723391
1182,대조,0,82,110,1656.86,58778,34,0,72,796.39,341,1,0,3,124.67,51.0,1,194.42,9.0,1,94.16,34.0,1,142.49,5.0,1,2.2262,3.4718,0.6018691534204089
1184,대조,0,11,12,665.82,5063,418,0,10,350.56,150,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.02457153740809239
1186,처치,1,50,57,4012.7,103850,9,0,47,1998.84,606,1,0,4,485.46,119.0,1,762.05,10.0,1,197.28,41.0,1,333.67,6.0,1,8.6689,13.608,0.5454686561197708
1188,대조,0,77,93,2271.72,13424,5,0,81,1197.3,894,1,0,2,216.82,146.0,1,466.61,22.0,1,108.68,67.0,1,228.09,11.0,1,3.8718,8.3323,0.7847861298566159
1191,처치,1,72,74,1834.39,710,3,0,67,950.93,332,1,0,1,137.0,61.0,1,288.09000000000003,9.0,1,102.6,46.0,1,211.06,6.0,1,2.4464,5.1445,0.7386961233582263
1193,처치,1,155,201,4302.39,9272,16,0,147,1526.44,771,1,0,2,100.74,40.0,1,207.07,10.0,1,54.43,17.0,1,115.96,6.0,1,1.7989,3.6977,0.9514501825238573
1197,처치,1,86,97,5370.36,208010,6,0,76,2311.05,731,1,13,4,744.5600000000001,177.0,1,1544.22,30.0,1,295.61,80.0,1,710.75,13.0,1,13.2957,27.5754,0.907338383095122
1204,처치,1,55,72,1759.24,8749,8,0,52,1013.98,390,1,0,1,19.25,11.0,1,141.48,3.0,1,16.75,10.0,1,116.62,2.0,1,0.3438,2.5264,0.618959798048385
